shingle,notice_id
100 10 lakh,N002270
and 41 057,N002270
77 883 of,N002270
and 77 883,N002270
shall entry truncated,N002270
36 227 and,N002270
chainage 36 227,N002270
to bahraich tender,N002270
to bahraich including,N002270
bahraich government of,N002270
welfare angul district,N002270
34 443 and,N002270
family welfare angul,N002270
chainage 34 443,N002270
41 961 of,N002270
and 41 961,N002270
road from angul,N002270
thick 30 655,N002278
02250 394393 electronic,N002278
urba 2025 28507,N002278
59 247 sqm,N002278
53 134 rmt,N002278
chainage 36 166,N002278
55 592 quintal,N002278
32 024 litre,N002278
3 449 rmt,N002278
2 70 33,N002278
spoil 90 047,N002278
68 48 909,N002278
52 535 each,N002278
class 9 392,N002278
48 909 experience,N002278
30 655 rmt,N002278
bitumen 52 535,N002278
signs 59 825,N002278
staging 9 363,N002278
11 377 rmt,N002278
460 and 54,N002278
transformer 32 024,N002278
windows 59 247,N002278
70 33 492,N002278
mail nair barabanki,N002278
panel 55 592,N002278
20 373 rmt,N002278
material 27 984,N002278
trenching 11 377,N002278
42 436 mt,N002278
27 984 litre,N002278
166 and 79,N002278
90 047 each,N002278
pit 42 436,N002278
finisher 2 628,N002278
59 825 quintal,N002278
28507 procuring entity,N002278
jointing 54 618,N002278
structures 30 430,N002278
9 363 rmt,N002278
6 68 48,N002278
section 20 373,N002278
barabanki telephone 02250,N002278
91 733 quintal,N002278
2 628 quintal,N002278
telephone 02250 394393,N002278
beads 7 009,N002278
surfaces 53 134,N002278
2 188 mt,N002278
chainage 32 460,N002278
36 166 and,N002278
driver 84 013,N002278
1786 84 398,N002278
2025 28507 procuring,N002278
30 430 mt,N002278
33 492 bid,N002278
9 392 rmt,N002278
84 013 litre,N002278
54 618 rmt,N002278
32 460 and,N002278
7 009 mt,N002278
394393 electronic mail,N002278
nair barabanki urban,N002278
foundation 2 188,N002278
4 700 cr,N002286
inr 2 381,N002286
2 381 cr,N002286
098484 procuring entity,N002286
26 098484 procuring,N002286
2025 26 098484,N002286
381 cr bid,N002286
inr 4 700,N002286
17 00 entry,N002286
00 entry truncated,N002286
294 cr earnest,N002286
inr 3 294,N002286
700 cr experience,N002286
3 294 cr,N002286
53 571 mt,N002286
82 196 quintal,N002286
397 and 87,N002286
22 683 each,N002286
bitumen 23 725,N002286
7 209 sqm,N002286
22 647 and,N002286
jointing 29 344,N002286
52 133 quintal,N002286
5 407 and,N002286
26 397 and,N002286
220 and 75,N002286
15 999 cum,N002286
pit 27 940,N002286
75 439 of,N002286
chainage 22 647,N002286
wiring 22 683,N002286
chainage 5 407,N002286
section 7 209,N002286
and 87 453,N002286
windows 24 456,N002286
2025 10 02,N002286
24 456 litre,N002286
beads 82 196,N002286
finisher 15 999,N002286
27 940 rmt,N002286
chainage 26 397,N002286
647 and 40,N002286
29 344 litre,N002286
87 453 of,N002286
material 52 133,N002286
and 75 439,N002286
class 53 571,N002286
and 40 145,N002286
23 725 sqm,N002286
40 145 of,N002286
at balangir state,N002286
407 and 80,N002286
and 80 693,N002286
80 693 of,N002286
chainage 16 220,N002286
16 220 and,N002286
building at balangir,N002286
08 28 last,N002286
10 02 at,N002286
authority balangir district,N002286
development authority balangir,N002286
51605 procuring entity,N002294
2025 51605 procuring,N002294
jal 2025 51605,N002294
34 811 bid,N002294
83 28 680,N002294
2 83 28,N002294
rs 90 34,N002294
90 34 811,N002294
29 807 and,N002294
8 705 each,N002294
73 837 cum,N002294
spoil 92 131,N002294
15 637 litre,N002294
72 699 of,N002294
103 and 72,N002294
finisher 15 637,N002294
and 72 699,N002294
suryakant bandyopadhyay jal,N002294
bandyopadhyay malda jal,N002294
31 482 cum,N002294
and 82 719,N002294
malda telephone 08892,N002294
31 655 cum,N002294
and 44 468,N002294
08892 234533 electronic,N002294
chainage 29 807,N002294
82 719 of,N002294
pit 31 655,N002294
765 and 82,N002294
wiring 73 837,N002294
5 162 quintal,N002294
14 133 litre,N002294
15 765 and,N002294
material 8 705,N002294
807 and 71,N002294
71 976 of,N002294
92 131 cum,N002294
42 461 rmt,N002294
mail bandyopadhyay malda,N002294
windows 14 133,N002294
telephone 08892 234533,N002294
234533 electronic mail,N002294
panel 42 461,N002294
and 71 976,N002294
driver 31 482,N002294
chainage 15 765,N002294
44 468 of,N002294
staging 5 162,N002294
033 and 44,N002294
19 968 and,N002294
28 680 experience,N002294
chainage 18 033,N002294
41 518 of,N002294
521 and 41,N002294
18 033 and,N002294
chainage 19 968,N002294
and 41 518,N002294
2 69 000,N002294
and 76 950,N002294
76 950 of,N002294
968 and 76,N002294
34 70 000,N002294
1 34 70,N002294
chainage 20 521,N002294
w 67491 procuring,N002302
67491 procuring entity,N002302
2024 w 67491,N002302
20 50 817,N002302
97 82 197,N002302
82 197 experience,N002302
3 97 82,N002302
50 817 bid,N002302
1 20 50,N002302
94 231 sqm,N002302
signs 94 231,N002302
467801 electronic mail,N002302
panicker mahbubnagar urban,N002302
telephone 03203 467801,N002302
mahbubnagar telephone 03203,N002302
03203 467801 electronic,N002302
foundation 15 634,N002302
15 482 mt,N002302
chainage 20 974,N002302
class 81 222,N002302
81 222 sqm,N002302
and 85 471,N002302
58 686 rmt,N002302
and 84 161,N002302
15 634 cum,N002302
84 161 of,N002302
foundation 6 558,N002302
20 974 and,N002302
chainage 9 261,N002302
chainage 23 586,N002302
graded material 153,N002302
59 118 of,N002302
261 and 85,N002302
material 153 sqm,N002302
and 59 118,N002302
23 586 and,N002302
523 and 84,N002302
driver 58 686,N002302
mail panicker mahbubnagar,N002302
24 523 and,N002302
structures 23 285,N002302
58 417 of,N002302
23 285 litre,N002302
director yashodha panicker,N002302
586 and 71,N002302
and 71 047,N002302
transformer 15 482,N002302
85 471 of,N002302
chainage 24 523,N002302
9 261 and,N002302
and 58 417,N002302
yashodha panicker urban,N002302
71 047 of,N002302
mahbubnagar mahbubnagar name,N002302
39 50 000,N002302
6 558 quintal,N002302
19 769 and,N002302
817 bid validity,N002302
chainage 19 769,N002302
974 and 58,N002302
769 and 59,N002302
2 39 50,N002302
authority mahbubnagar telephone,N002302
4 79 000,N002302
publ 2024 68661,N002310
2024 68661 procuring,N002310
68661 procuring entity,N002310
67 135 rmt,N002310
556 and 50,N002310
12 777 experience,N002310
17 046 and,N002310
rathore cooch public,N002310
pit 29 676,N002310
566470 electronic mail,N002310
and 50 702,N002310
chainage 17 046,N002310
90 056 cum,N002310
80 128 cum,N002310
material 80 128,N002310
girish rathore public,N002310
94 597 bid,N002310
structures 90 056,N002310
telephone 05636 566470,N002310
17 799 cum,N002310
1 29 12,N002310
29 12 777,N002310
046 and 66,N002310
660 and 42,N002310
jointing 67 135,N002310
29 676 each,N002310
50 702 of,N002310
05636 566470 electronic,N002310
32 94 597,N002310
trenching 17 799,N002310
cooch telephone 05636,N002310
chainage 39 660,N002310
39 660 and,N002310
66 753 of,N002310
works department cooch,N002310
cooch public gov,N002310
and 42 138,N002310
and 66 753,N002310
rs 716 per,N002310
42 138 of,N002310
at rs 716,N002310
director girish rathore,N002310
rs 32 94,N002310
rs 61 90,N002310
214 and 81,N002310
32 556 and,N002310
mail rathore cooch,N002310
chainage 32 556,N002310
61 90 000,N002310
1 24 000,N002310
81 281 of,N002310
and 81 281,N002310
chainage 1 214,N002310
1 214 and,N002310
597 bid validity,N002310
depa 2025 99109,N002318
99109 procuring entity,N002318
2025 99109 procuring,N002318
1 88 62,N002318
88 62 799,N002318
00 26 654,N002318
2 72 80,N002318
62 799 bid,N002318
26 654 experience,N002318
4 00 26,N002318
799 bid validity,N002318
37 name of,N002318
ward 37 name,N002318
88 476 cum,N002318
thick 88 476,N002318
43 726 of,N002318
section 39 565,N002318
09061 822888 electronic,N002318
39 565 mt,N002318
24 069 mt,N002318
signs 54 212,N002318
class 24 069,N002318
822888 electronic mail,N002318
676 and 61,N002318
telephone 09061 822888,N002318
officer harshavardhan vardhan,N002318
mm 64 948,N002318
54 212 cum,N002318
70 067 cum,N002318
murshidabad telephone 09061,N002318
beads 70 067,N002318
64 948 sqm,N002318
and 43 726,N002318
5 46 000,N002318
512 and 43,N002318
61 015 of,N002318
and 61 015,N002318
murshidabad ward 37,N002318
vardhan murshidabad department,N002318
chainage 12 676,N002318
12 676 and,N002318
harshavardhan vardhan department,N002318
in murshidabad ward,N002318
72 80 000,N002318
drains in murshidabad,N002318
npas 2024 0042937,N002326
0042937 procuring entity,N002326
2024 0042937 procuring,N002326
telephone 03437 788201,N002326
03437 788201 electronic,N002326
47 556 each,N002326
101 30 lakh,N002326
narasimha mahapatra public,N002326
rs 10256 36,N002326
years rs 10256,N002326
rs 5065 00,N002326
rs 1649 48,N002326
rs 101 30,N002326
commissioner narasimha mahapatra,N002326
and 88 263,N002326
than rs 1649,N002326
5065 00 lakh,N002326
17 780 quintal,N002326
10256 36 lakh,N002326
finisher 57 856,N002326
18 071 each,N002326
tender rs 5065,N002326
pit 18 071,N002326
churu telephone 03437,N002326
926 and 88,N002326
1786 68 302,N002326
1649 48 lakh,N002326
788201 electronic mail,N002326
83 713 mt,N002326
surfaces 17 780,N002326
57 856 cum,N002326
88 263 of,N002326
class 83 713,N002326
bitumen 47 556,N002326
68 302 rmt,N002326
45 049 of,N002326
66 184 of,N002326
mahapatra churu public,N002326
654 and 45,N002326
36 789 and,N002326
chainage 36 789,N002326
and 45 049,N002326
and 66 184,N002326
mail mahapatra churu,N002326
553 and 66,N002326
deposit rs 101,N002326
chainage 11 553,N002326
29 654 and,N002326
chainage 29 654,N002326
11 553 and,N002326
churu public gov,N002326
08 dec 2024,N002326
bids 08 dec,N002326
789 and 46,N002326
notice 17 oct,N002326
46 319 of,N002326
and 46 319,N002326
bids 07 dec,N002326
483 per mt,N002326
chainage 36 926,N002326
36 926 and,N002326
at churu government,N002326
07 dec 2024,N002326
7 534 cr,N002334
to erode state,N002334
064995 procuring entity,N002334
14 913 cr,N002334
in ordina entry,N002334
inr 5 756,N002334
534 cr earnest,N002334
5 756 cr,N002334
inr 14 913,N002334
2025 26 064995,N002334
inr 7 534,N002334
ordina entry truncated,N002334
26 064995 procuring,N002334
excavation in ordina,N002334
913 cr experience,N002334
756 cr bid,N002334
63 514 mt,N002334
chainage 21 471,N002334
transformer 46 104,N002334
60 855 cum,N002334
0 627 and,N002334
1786 3 901,N002334
627 and 54,N002334
finisher 60 855,N002334
and 53 519,N002334
chainage 0 627,N002334
21 471 and,N002334
5 334 rmt,N002334
53 519 of,N002334
3 901 mt,N002334
jointing 63 514,N002334
jajpur to erode,N002334
46 104 sqm,N002334
panel 5 334,N002334
471 and 53,N002334
to erode tender,N002334
to erode including,N002334
425 only bid,N002342
rupees 41 92,N002342
tn 029250 2025,N002342
rupees 53 73,N002342
rupees 83 85,N002342
029250 2025 procuring,N002342
31 425 only,N002342
number tn 029250,N002342
57 430 only,N002342
rupees 32 58,N002342
deposit rupees 83,N002342
jamui block name,N002342
430 only experience,N002342
section 39 158,N002342
008 and 88,N002342
60 179 rmt,N002342
53 73 57,N002342
42 807 sqm,N002342
telephone 05460 399534,N002342
surfaces 37 099,N002342
58 31 425,N002342
and 56 908,N002342
39 158 rmt,N002342
jamui telephone 05460,N002342
24 950 cum,N002342
39 261 mt,N002342
84 844 each,N002342
74 942 litre,N002342
mm 35 091,N002342
driver 49 288,N002342
staging 42 807,N002342
finisher 24 950,N002342
spoil 33 391,N002342
pit 69 460,N002342
29 485 and,N002342
41 92 50,N002342
material 50 823,N002342
35 330 litre,N002342
485 and 84,N002342
550 and 41,N002342
49 288 sqm,N002342
chainage 29 485,N002342
2 710 rmt,N002342
thick 27 611,N002342
25 863 rmt,N002342
0 217 and,N002342
27 760 and,N002342
tender rupees 41,N002342
foundation 16 368,N002342
81 542 of,N002342
foundation 2 098,N002342
transformer 35 330,N002342
35 091 rmt,N002342
59 434 litre,N002342
panel 60 179,N002342
chainage 0 217,N002342
37 099 each,N002342
05460 399534 electronic,N002342
signs 84 844,N002342
73 57 430,N002342
class 25 863,N002342
years rupees 53,N002342
beads 2 710,N002342
2 098 sqm,N002342
4 89 44,N002350
44 547 bid,N002350
road 2024 04536,N002350
89 44 547,N002350
23 91 256,N002350
04536 procuring entity,N002350
91 256 experience,N002350
13 23 91,N002350
2024 04536 procuring,N002350
finisher 52 961,N002350
256 experience of,N002350
29 550 cum,N002350
thick 48 337,N002350
07500 243133 electronic,N002350
jointing 41 174,N002350
11 390 litre,N002350
trenching 22 167,N002350
wiring 65 903,N002350
41 174 litre,N002350
surfaces 71 011,N002350
71 011 rmt,N002350
mail panicker perambalur,N002350
perambalur telephone 07500,N002350
structures 29 550,N002350
52 961 quintal,N002350
4 929 and,N002350
85 300 litre,N002350
section 85 300,N002350
pit 177 rmt,N002350
243133 electronic mail,N002350
22 167 cum,N002350
telephone 07500 243133,N002350
recharge pit 177,N002350
65 903 mt,N002350
panicker perambalur road,N002350
chainage 4 929,N002350
block perambalur name,N002350
929 and 62,N002350
547 bid validity,N002350
48 337 sqm,N002350
beads 11 390,N002350
6 57 00,N002350
750 and 70,N002350
chainage 25 750,N002350
25 750 and,N002350
13 14 000,N002350
rs 13 14,N002350
and 70 691,N002350
perambalur block perambalur,N002350
70 691 of,N002350
62 964 of,N002350
and 62 964,N002350
vasantha panicker road,N002350
rs 13 23,N002350
commissioner vasantha panicker,N002350
78 285 only,N002358
96 78 285,N002358
16 96 78,N002358
rupees 15 49,N002358
30 99 000,N002358
rupees 5 59,N002358
tn 063271 2025,N002358
number tn 063271,N002358
63 558 only,N002358
558 only bid,N002358
rupees 30 99,N002358
063271 2025 procuring,N002358
59 63 558,N002358
rupees 16 96,N002358
5 59 63,N002358
15 49 50,N002358
38 537 litre,N002358
beads 29 056,N002358
telephone 02396 216415,N002358
74 588 sqm,N002358
transformer 76 510,N002358
23 402 and,N002358
bitumen 77 308,N002358
719 and 42,N002358
foundation 4 595,N002358
and 63 034,N002358
material 90 917,N002358
signs 40 548,N002358
trenching 87 954,N002358
77 308 mt,N002358
02396 216415 electronic,N002358
chainage 23 402,N002358
thick 57 841,N002358
216415 electronic mail,N002358
section 3 992,N002358
wiring 53 184,N002358
96 558 cum,N002358
3 992 each,N002358
76 510 mt,N002358
7 588 quintal,N002358
jointing 38 537,N002358
63 034 of,N002358
50 769 cum,N002358
36 809 cum,N002358
staging 77 271,N002358
39 096 rmt,N002358
driver 96 558,N002358
4 595 mt,N002358
foundation 50 769,N002358
1786 74 588,N002358
57 841 rmt,N002358
panel 93 800,N002358
77 271 each,N002358
29 056 cum,N002358
pillai shivamogga water,N002358
285 only experience,N002358
mm 39 010,N002358
surfaces 39 096,N002358
shivamogga telephone 02396,N002358
windows 35 440,N002358
402 and 63,N002358
class 36 809,N002358
27 879 mt,N002358
90 917 mt,N002358
36 489 each,N002366
40 392 of,N002366
2024 21809 procuring,N002366
and 86 134,N002366
07 49 645,N002366
51 712 rmt,N002366
21 611 litre,N002366
49 645 experience,N002366
1 12 57,N002366
depa 2024 21809,N002366
21809 procuring entity,N002366
section 21 611,N002366
mm 25 223,N002366
07039 931532 electronic,N002366
telephone 07039 931532,N002366
57 573 bid,N002366
chattopadhyay basti department,N002366
49 714 of,N002366
12 57 573,N002366
and 40 392,N002366
beads 31 015,N002366
86 134 of,N002366
material 20 083,N002366
931532 electronic mail,N002366
jointing 51 712,N002366
645 experience of,N002366
4 07 49,N002366
basti telephone 07039,N002366
commissioner suryakant chattopadhyay,N002366
and 55 107,N002366
20 083 mt,N002366
driver 36 489,N002366
55 107 of,N002366
31 015 mt,N002366
and 49 714,N002366
25 223 mt,N002366
near basti name,N002366
430 and 49,N002366
and 75 149,N002366
2 41 30,N002366
36 971 and,N002366
501 and 72,N002366
75 149 of,N002366
743 and 75,N002366
chainage 36 971,N002366
716 and 55,N002366
971 and 86,N002366
vaigai near basti,N002366
121 and 40,N002366
39 430 and,N002366
chainage 7 716,N002366
and 42 181,N002366
welfare basti telephone,N002366
42 181 of,N002366
chainage 39 430,N002366
040 and 42,N002366
7 716 and,N002366
and 72 377,N002366
11 501 and,N002366
10 121 and,N002366
chainage 11 501,N002366
72 377 of,N002366
suryakant chattopadhyay department,N002366
chainage 10 121,N002366
72 730 of,N002374
windows 76 634,N002374
